Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
25,Yes,Travel_Rarely,950,Research & Development,24,2,Other,1,1116,2,Female,37,3,4,Research Scientist,4,Divorced,4456,11611,5,Y,No,18,3,4,80,3,5,3,1,29,11,3,1
26,No,Travel_Rarely,1018,Sales,8,2,Technical Degree,1,1117,2,Female,84,1,3,Sales Representative,2,Divorced,14689,26822,3,Y,Yes,13,3,3,80,2,23,3,2,10,13,8,8
52,Yes,Travel_Rarely,999,Research & Development,13,2,Technical Degree,1,1118,2,Male,48,4,4,Laboratory Technician,1,Married,6593,13894,9,Y,No,13,3,2,80,3,17,3,1,28,13,12,4
54,No,Travel_Frequently,900,Sales,10,4,Marketing,1,1119,2,Male,93,4,2,Sales Representative,4,Married,4800,22438,2,Y,No,13,3,4,80,0,9,6,3,14,10,7,9
38,No,Travel_Rarely,977,Sales,2,4,Human Resources,1,1120,1,Female,69,1,4,Sales Executive,3,Married,10361,21564,8,Y,No,11,3,2,80,3,14,6,3,8,9,8,9
35,No,Travel_Rarely,387,Research & Development,8,3,Other,1,1121,3,Male,80,3,1,Research Director,2,Single,18226,15511,4,Y,No,19,3,4,80,1,33,2,2,28,9,6,9
50,No,Travel_Rarely,1329,Human Resources,6,2,Human Resources,1,1122,2,Female,38,2,5,Manager,2,Single,15707,6061,9,Y,No,15,3,1,80,1,7,5,1,14,8,6,15
25,No,Travel_Rarely,785,Research & Development,16,2,Other,1,1123,3,Male,59,1,5,Manufacturing Director,2,Married,11199,14455,9,Y,No,19,4,3,80,0,34,6,4,16,1,4,5
34,No,Travel_Rarely,920,Research & Development,18,2,Other,1,1124,1,Male,85,3,3,Manufacturing Director,3,Divorced,6344,7045,3,Y,Yes,15,3,2,80,3,26,5,1,15,13,9,11
48,No,Travel_Rarely,222,Research & Development,17,2,Human Resources,1,1125,3,Male,73,4,3,Research Director,1,Married,7269,6096,5,Y,No,17,3,3,80,3,24,6,3,21,6,0,3
51,Yes,Travel_Frequently,1046,Research & Development,6,2,Medical,1,1126,3,Male,88,2,4,Research Scientist,2,Single,16614,4426,3,Y,No,11,3,1,80,3,2,4,3,39,16,11,15
23,Yes,Non-Travel,1119,Sales,13,1,Technical Degree,1,1127,1,Female,44,4,3,Sales Executive,4,Divorced,19568,13554,5,Y,No,19,3,1,80,3,20,0,1,10,7,5,10
39,Yes,Travel_Rarely,1313,Research & Development,23,2,Marketing,1,1128,2,Male,97,1,1,Laboratory Technician,2,Single,10582,6469,9,Y,Yes,11,3,3,80,3,38,0,1,37,3,9,0
31,No,Travel_Rarely,1008,Research & Development,14,1,Human Resources,1,1129,3,Female,99,4,2,Research Scientist,4,Married,3797,2779,7,Y,Yes,25,3,2,80,1,31,1,4,24,4,5,4
20,No,Travel_Rarely,114,Sales,26,2,Human Resources,1,1130,4,Female,90,4,2,Sales Executive,2,Married,12022,22366,7,Y,No,14,3,2,80,2,20,2,4,29,12,9,16
29,No,Travel_Rarely,704,Research & Development,21,4,Marketing,1,1131,3,Female,52,1,4,Laboratory Technician,4,Divorced,13378,19446,5,Y,No,17,3,2,80,1,8,3,1,1,6,3,10
53,Yes,Travel_Rarely,301,Research & Development,10,4,Technical Degree,1,1132,2,Male,76,2,2,Healthcare Representative,4,Married,7730,25798,0,Y,No,21,4,3,80,2,0,5,1,0,5,1,13
29,No,Travel_Frequently,687,Sales,24,1,Marketing,1,1133,4,Female,46,1,4,Sales Representative,4,Single,8321,4127,0,Y,No,25,3,2,80,1,3,6,1,37,16,14,8
19,No,Travel_Rarely,549,Sales,11,2,Other,1,1134,2,Male,86,3,3,Sales Representative,3,Single,15921,9169,2,Y,No,22,3,2,80,0,3,4,1,36,5,0,9
19,No,Travel_Rarely,942,Research & Development,13,4,Medical,1,1135,3,Male,83,1,3,Manufacturing Director,3,Single,5625,23739,1,Y,No,19,3,4,80,3,25,5,2,8,2,2,3
32,No,Non-Travel,1196,Sales,12,4,Other,1,1136,1,Female,81,1,1,Sales Executive,3,Divorced,2004,16741,0,Y,No,11,3,2,80,2,33,2,1,4,8,10,1
40,No,Travel_Frequently,691,Research & Development,9,2,Medical,1,1137,2,Male,51,2,2,Research Scientist,1,Single,1365,2739,0,Y,No,22,3,1,80,1,26,1,4,23,14,12,5
46,Yes,Travel_Rarely,1255,Research & Development,4,2,Marketing,1,1138,2,Female,68,3,1,Manufacturing Director,4,Married,2702,6215,5,Y,No,24,3,2,80,2,14,5,3,26,7,14,2
34,Yes,Travel_Rarely,990,Research & Development,7,4,Other,1,1139,1,Male,42,4,5,Laboratory Technician,1,Divorced,3599,10206,6,Y,Yes,23,4,3,80,3,31,0,2,29,14,12,12
49,No,Travel_Rarely,144,Research & Development,24,2,Technical Degree,1,1140,3,Female,95,4,1,Laboratory Technician,3,Single,10543,11365,7,Y,No,21,3,3,80,0,6,4,1,14,0,8,11
24,No,Travel_Rarely,621,Research & Development,29,3,Other,1,1141,2,Male,81,4,4,Healthcare Representative,4,Single,8930,8530,2,Y,No,25,3,2,80,3,13,0,3,8,7,11,5
47,No,Travel_Rarely,1138,Sales,22,2,Human Resources,1,1142,3,Female,43,4,4,Sales Representative,1,Married,2700,14611,0,Y,Yes,23,3,3,80,1,22,4,2,36,3,0,9
45,No,Travel_Frequently,826,Research & Development,2,4,Medical,1,1143,3,Female,92,2,1,Research Scientist,3,Married,10283,12386,4,Y,Yes,16,3,3,80,1,0,3,3,29,9,4,5
31,No,Travel_Rarely,724,Research & Development,7,4,Medical,1,1144,3,Male,57,3,3,Healthcare Representative,1,Divorced,19450,25575,7,Y,No,21,3,2,80,2,31,4,1,14,15,9,4
47,Yes,Travel_Rarely,1089,Sales,29,1,Technical Degree,1,1145,1,Male,75,2,5,Sales Representative,1,Single,3913,10386,3,Y,Yes,20,3,4,80,0,25,6,1,19,17,5,14
34,No,Travel_Rarely,904,Research & Development,9,3,Medical,1,1146,3,Female,57,1,1,Laboratory Technician,3,Single,12396,7680,1,Y,Yes,21,3,4,80,0,8,3,4,24,3,14,14
49,No,Travel_Rarely,636,Research & Development,5,4,Medical,1,1147,3,Male,31,3,3,Research Director,4,Married,12618,2962,8,Y,No,25,3,4,80,1,15,2,1,8,7,8,11
23,No,Travel_Rarely,403,Research & Development,15,3,Technical Degree,1,1148,4,Male,46,3,1,Research Director,2,Divorced,7946,16696,8,Y,No,15,3,4,80,2,30,0,1,21,3,0,8
41,No,Travel_Rarely,628,Research & Development,18,2,Other,1,1149,4,Male,88,4,2,Research Director,2,Married,19773,8008,2,Y,No,13,3,1,80,3,1,4,2,12,9,11,12
23,No,Travel_Rarely,1240,Research & Development,4,4,Marketing,1,1150,4,Female,81,4,4,Healthcare Representative,1,Married,9217,10307,6,Y,Yes,20,3,2,80,3,31,4,4,36,3,4,15
44,Yes,Travel_Rarely,561,Research & Development,19,1,Other,1,1151,2,Female,33,4,2,Research Scientist,1,Divorced,16792,24833,0,Y,Yes,12,3,3,80,1,9,1,2,27,15,0,1
35,No,Travel_Rarely,933,Research & Development,20,4,Human Resources,1,1152,2,Female,32,4,2,Research Director,1,Single,9524,3997,7,Y,No,11,3,3,80,1,24,0,3,13,11,1,16
41,No,Travel_Rarely,606,Research & Development,26,1,Human Resources,1,1153,4,Female,66,1,5,Manufacturing Director,4,Single,3079,4670,7,Y,No,25,3,2,80,3,17,2,1,29,9,13,8
54,No,Travel_Frequently,1433,Research & Development,7,3,Medical,1,1154,1,Female,53,4,3,Research Director,1,Single,18323,16817,2,Y,No,12,3,3,80,3,33,3,3,38,10,1,5
41,No,Travel_Rarely,1033,Research & Development,26,1,Human Resources,1,1155,1,Male,64,2,4,Healthcare Representative,1,Divorced,13755,6203,4,Y,No,22,3,1,80,3,28,2,2,4,1,10,3
55,No,Travel_Rarely,426,Research & Development,8,2,Marketing,1,1156,4,Male,31,3,2,Research Scientist,1,Divorced,14780,23092,3,Y,No,23,3,4,80,2,23,1,1,11,15,4,14
51,Yes,Travel_Frequently,680,Sales,17,2,Medical,1,1157,2,Male,62,1,4,Sales Executive,3,Divorced,13853,26492,6,Y,Yes,14,3,2,80,0,2,2,1,34,11,9,11
57,No,Non-Travel,862,Research & Development,13,2,Human Resources,1,1158,2,Female,39,1,3,Research Scientist,2,Divorced,18837,21771,6,Y,No,16,3,3,80,1,14,3,2,0,3,3,11
32,Yes,Travel_Frequently,1300,Research & Development,24,4,Life Sciences,1,1159,1,Female,91,3,1,Manufacturing Director,2,Divorced,13237,20413,7,Y,Yes,22,3,1,80,1,2,0,2,0,16,5,16
28,No,Travel_Frequently,952,Sales,21,2,Life Sciences,1,1160,3,Male,72,3,2,Sales Representative,3,Married,18914,2709,4,Y,No,15,3,3,80,2,30,5,2,19,11,4,6
39,Yes,Travel_Frequently,1297,Research & Development,28,2,Life Sciences,1,1161,1,Female,98,3,3,Research Scientist,4,Single,4107,23535,4,Y,No,24,3,1,80,3,9,1,2,33,15,1,4
41,No,Travel_Frequently,1061,Sales,23,4,Life Sciences,1,1162,3,Male,88,1,4,Sales Representative,4,Divorced,19580,12736,7,Y,No,14,3,3,80,2,37,6,2,33,2,8,11
18,No,Travel_Rarely,603,Sales,11,3,Other,1,1163,2,Female,38,2,3,Sales Executive,4,Single,19961,13870,4,Y,Yes,18,4,4,80,3,21,4,1,23,1,12,16
35,Yes,Travel_Rarely,435,Research & Development,27,2,Life Sciences,1,1164,2,Male,89,2,1,Healthcare Representative,3,Divorced,11994,26956,0,Y,Yes,22,3,2,80,1,13,4,2,27,6,9,1
29,No,Travel_Rarely,385,Sales,1,2,Medical,1,1165,4,Male,92,3,3,Sales Representative,2,Single,9292,13604,2,Y,No,17,4,4,80,0,8,0,1,10,5,7,3
45,No,Travel_Rarely,576,Research & Development,2,4,Technical Degree,1,1166,2,Female,81,1,4,Healthcare Representative,2,Married,14564,4017,1,Y,Yes,24,3,4,80,2,17,5,1,7,0,14,1
57,No,Travel_Rarely,1179,Research & Development,17,3,Other,1,1167,3,Female,52,4,2,Healthcare Representative,1,Single,5949,15496,9,Y,No,14,3,3,80,3,7,2,2,34,14,8,13
24,No,Travel_Rarely,733,Research & Development,5,3,Technical Degree,1,1168,1,Male,59,1,2,Healthcare Representative,2,Single,5771,8549,4,Y,Yes,20,3,4,80,1,37,6,2,15,11,10,13
40,Yes,Travel_Rarely,804,Sales,6,3,Medical,1,1169,4,Male,72,3,5,Sales Representative,4,Divorced,2762,9698,7,Y,No,23,3,2,80,0,14,6,4,15,12,5,12
38,No,Travel_Frequently,510,Sales,26,4,Medical,1,1170,3,Female,97,1,4,Sales Executive,4,Single,6063,10246,8,Y,No,23,3,1,80,2,14,4,1,5,7,4,16
51,No,Travel_Frequently,1083,Research & Development,25,1,Marketing,1,1171,1,Female,50,1,5,Healthcare Representative,1,Married,14285,4867,8,Y,No,15,3,1,80,2,5,1,2,19,8,4,16
28,No,Travel_Frequently,1429,Human Resources,24,1,Other,1,1172,1,Female,72,1,5,Human Resources,1,Married,6790,12376,0,Y,No,22,3,3,80,1,11,5,2,10,0,1,2
39,No,Travel_Rarely,660,Research & Development,7,2,Technical Degree,1,1173,1,Male,36,4,1,Manufacturing Director,2,Married,17480,23671,0,Y,Yes,20,3,2,80,2,18,3,2,7,4,10,15
59,No,Travel_Frequently,323,Sales,28,2,Life Sciences,1,1174,2,Female,45,3,4,Sales Executive,1,Divorced,19034,11870,0,Y,Yes,15,3,2,80,1,39,6,4,19,6,3,5
52,Yes,Travel_Rarely,259,Research & Development,21,2,Medical,1,1175,1,Female,52,3,2,Research Scientist,1,Divorced,3971,20381,0,Y,No,13,3,1,80,2,4,2,4,31,17,1,5
46,No,Travel_Rarely,449,Research & Development,15,1,Life Sciences,1,1176,2,Female,87,3,4,Healthcare Representative,3,Divorced,6422,2237,8,Y,No,23,4,1,80,0,26,5,3,32,7,1,8
59,No,Travel_Rarely,1284,Research & Development,19,4,Technical Degree,1,1177,1,Female,60,2,1,Healthcare Representative,2,Divorced,8429,25974,0,Y,No,19,3,4,80,0,9,6,1,5,9,11,5
45,No,Travel_Frequently,990,Sales,16,2,Other,1,1178,1,Male,98,2,4,Sales Executive,4,Divorced,9751,20734,6,Y,Yes,21,3,3,80,2,13,3,3,27,7,7,8
35,Yes,Travel_Frequently,1023,Research & Development,25,4,Human Resources,1,1179,2,Male,35,3,4,Healthcare Representative,3,Married,11647,19177,5,Y,Yes,15,4,1,80,1,33,5,2,7,11,3,15
31,No,Travel_Rarely,1360,Research & Development,13,2,Human Resources,1,1180,2,Female,94,1,5,Healthcare Representative,4,Single,7919,14495,8,Y,Yes,22,3,1,80,3,14,5,4,13,15,11,12
35,No,Non-Travel,763,Human Resources,5,4,Medical,1,1181,3,Male,88,1,4,Human Resources,1,Married,11491,24796,8,Y,No,23,3,2,80,2,28,2,4,2,11,13,10
45,Yes,Travel_Rarely,506,Sales,3,4,Marketing,1,1182,1,Female,57,3,5,Sales Representative,1,Divorced,13038,2364,3,Y,Yes,20,3,2,80,3,25,1,3,1,2,3,7
41,No,Non-Travel,1382,Research & Development,3,1,Life Sciences,1,1183,2,Male,47,4,5,Healthcare Representative,4,Married,9824,10348,8,Y,No,12,3,2,80,1,26,3,4,21,17,6,16
25,No,Travel_Frequently,778,Human Resources,19,4,Medical,1,1184,3,Male,39,4,3,Manager,3,Single,4766,3101,5,Y,Yes,23,4,1,80,3,2,1,2,32,4,3,8
59,No,Travel_Frequently,690,Sales,14,3,Marketing,1,1185,3,Male,36,1,1,Sales Executive,3,Divorced,5805,15809,4,Y,No,25,3,3,80,2,2,3,4,20,13,8,5
25,No,Travel_Rarely,659,Human Resources,16,1,Life Sciences,1,1186,2,Female,66,1,5,Human Resources,3,Married,4301,12558,8,Y,No,14,3,4,80,0,34,6,3,5,15,8,0
21,No,Travel_Rarely,1006,Research & Development,22,2,Technical Degree,1,1187,1,Male,74,2,4,Research Director,1,Married,4841,12268,6,Y,No,22,3,3,80,1,34,6,2,39,5,11,0
44,Yes,Non-Travel,1172,Sales,17,1,Human Resources,1,1188,3,Female,45,4,5,Sales Executive,2,Single,3620,9297,8,Y,No,14,3,1,80,0,5,2,3,6,15,13,12
53,No,Travel_Rarely,1338,Sales,27,3,Marketing,1,1189,1,Male,43,1,5,Sales Executive,1,Divorced,9362,5818,4,Y,No,15,3,4,80,0,13,1,4,5,13,13,6
22,No,Travel_Rarely,580,Research & Development,4,3,Life Sciences,1,1190,1,Female,40,1,5,Research Scientist,4,Divorced,11283,14020,3,Y,No,18,3,3,80,0,25,6,3,7,4,2,9
50,No,Travel_Rarely,588,Sales,13,4,Medical,1,1191,3,Male,63,3,2,Sales Executive,3,Single,9237,25077,9,Y,No,15,3,1,80,2,2,2,3,23,13,5,5
51,No,Travel_Rarely,667,Research & Development,8,3,Life Sciences,1,1192,2,Male,89,2,2,Research Director,2,Single,12077,24965,2,Y,No,11,3,3,80,1,32,5,1,26,10,14,12
47,Yes,Travel_Rarely,1467,Sales,19,3,Medical,1,1193,1,Female,42,4,2,Sales Executive,3,Single,4355,10011,4,Y,No,12,3,1,80,3,12,5,4,27,8,6,4
25,No,Travel_Rarely,625,Research & Development,5,3,Human Resources,1,1194,4,Male,68,4,2,Manufacturing Director,1,Single,5063,22987,8,Y,Yes,25,3,2,80,0,28,2,4,4,6,2,14
56,No,Travel_Rarely,805,Sales,2,3,Human Resources,1,1195,2,Male,73,2,3,Sales Representative,2,Divorced,17001,17833,2,Y,No,13,3,3,80,3,8,3,3,18,4,3,11
43,Yes,Travel_Rarely,1131,Research & Development,15,2,Life Sciences,1,1196,3,Female,57,1,5,Healthcare Representative,2,Divorced,5209,23878,0,Y,Yes,13,3,2,80,1,31,6,1,8,14,13,10
54,Yes,Non-Travel,922,Human Resources,2,2,Life Sciences,1,1197,4,Male,69,4,3,Human Resources,1,Married,15500,22798,1,Y,Yes,20,3,2,80,1,21,5,4,24,12,0,7
51,No,Travel_Rarely,1269,Human Resources,11,1,Medical,1,1198,1,Male,45,4,4,Manager,3,Married,9536,16709,9,Y,No,16,4,4,80,3,21,3,2,12,11,10,4
24,No,Travel_Frequently,959,Research & Development,13,4,Medical,1,1199,2,Male,79,4,1,Research Director,3,Married,15254,7566,4,Y,No,19,3,4,80,3,33,1,3,36,14,8,7
57,No,Travel_Frequently,1386,Sales,23,2,Marketing,1,1200,4,Male,57,3,3,Sales Executive,3,Divorced,11544,9300,2,Y,No,20,3,3,80,0,9,4,4,1,9,6,4
45,No,Travel_Frequently,686,Research & Development,10,3,Marketing,1,1201,2,Male,97,2,2,Healthcare Representative,1,Divorced,18953,25350,5,Y,No,11,3,1,80,3,24,5,2,39,16,9,9
56,No,Travel_Frequently,787,Sales,3,4,Marketing,1,1202,1,Male,89,4,2,Sales Representative,4,Divorced,8531,26401,7,Y,No,16,3,4,80,3,11,5,4,13,15,6,14
56,No,Travel_Rarely,333,Sales,5,2,Life Sciences,1,1203,2,Female,41,2,4,Sales Representative,4,Married,14182,6810,5,Y,No,19,3,4,80,2,2,0,2,30,4,14,5
45,No,Travel_Rarely,371,Sales,3,1,Other,1,1204,4,Male,45,1,5,Sales Representative,3,Single,5173,25596,9,Y,Yes,14,3,2,80,0,18,3,3,5,3,8,2
31,No,Travel_Rarely,1041,Research & Development,6,3,Other,1,1205,2,Female,82,2,1,Healthcare Representative,2,Single,13447,4714,8,Y,Yes,20,3,2,80,0,32,2,4,24,9,11,8
55,No,Travel_Frequently,975,Research & Development,13,4,Other,1,1206,3,Male,83,3,3,Manufacturing Director,4,Single,5861,21014,5,Y,No,13,3,1,80,1,25,0,4,38,5,13,9
21,No,Travel_Frequently,1347,Research & Development,10,2,Other,1,1207,3,Male,78,3,5,Healthcare Representative,3,Single,7722,7197,4,Y,Yes,23,3,4,80,3,12,1,1,30,10,14,6
59,No,Non-Travel,153,Research & Development,19,4,Marketing,1,1208,4,Male,65,2,5,Manufacturing Director,4,Single,4192,12254,3,Y,Yes,16,3,4,80,2,6,0,3,37,10,5,1
35,No,Travel_Rarely,217,Sales,8,2,Life Sciences,1,1209,2,Female,91,3,3,Sales Executive,3,Divorced,9041,25558,1,Y,No,16,4,1,80,1,33,0,2,15,15,7,7
42,Yes,Travel_Rarely,639,Human Resources,18,1,Other,1,1210,4,Female,55,4,3,Manager,4,Married,15284,7411,5,Y,No,23,3,4,80,2,21,4,4,26,13,4,6
24,No,Travel_Rarely,642,Research & Development,3,3,Human Resources,1,1211,2,Female,85,3,3,Research Director,4,Single,19802,15681,1,Y,No,12,3,3,80,0,19,4,4,29,3,7,4
55,No,Travel_Rarely,1144,Research & Development,24,1,Technical Degree,1,1212,1,Male,51,1,3,Research Scientist,2,Single,5307,3289,4,Y,No,25,3,3,80,3,22,0,2,3,4,11,3
45,No,Travel_Rarely,916,Sales,24,3,Human Resources,1,1213,3,Female,98,2,2,Sales Executive,2,Single,19927,18882,0,Y,No,15,3,1,80,2,13,4,3,38,16,9,10
22,No,Travel_Rarely,892,Research & Development,17,3,Life Sciences,1,1214,1,Female,78,2,5,Manufacturing Director,4,Divorced,6608,19772,2,Y,Yes,11,3,2,80,1,29,6,1,15,17,13,9
20,No,Travel_Rarely,719,Research & Development,8,4,Life Sciences,1,1215,2,Male,31,1,5,Laboratory Technician,3,Single,1012,24532,9,Y,Yes,23,4,1,80,0,22,4,1,35,7,0,0
48,No,Travel_Rarely,520,Sales,10,2,Technical Degree,1,1216,1,Male,82,1,2,Sales Executive,2,Married,14449,22103,4,Y,No,19,3,3,80,2,18,0,4,6,3,2,3
59,Yes,Non-Travel,410,Sales,2,1,Medical,1,1217,4,Male,36,1,5,Sales Representative,1,Divorced,12298,9962,6,Y,No,19,3,4,80,2,38,3,2,20,17,14,5
37,No,Travel_Frequently,965,Research & Development,12,1,Medical,1,1218,4,Female,49,1,3,Research Director,2,Divorced,12049,4913,7,Y,No,13,3,4,80,1,35,4,4,1,10,3,12
36,No,Travel_Rarely,287,Research & Development,23,1,Medical,1,1219,2,Male,59,4,1,Research Scientist,4,Divorced,14273,23237,6,Y,Yes,15,3,2,80,2,5,0,2,7,13,13,12
28,No,Travel_Frequently,362,Sales,6,4,Marketing,1,1220,3,Female,96,3,5,Sales Executive,4,Single,17419,24223,6,Y,No,25,3,2,80,0,22,3,1,26,12,10,0
57,Yes,Travel_Rarely,1398,Human Resources,2,4,Medical,1,1221,4,Male,88,3,1,Human Resources,1,Single,6170,15790,1,Y,No,13,3,3,80,2,9,5,3,1,15,8,3
20,Yes,Travel_Rarely,261,Sales,21,4,Marketing,1,1222,3,Male,95,4,1,Sales Executive,2,Single,1973,9658,5,Y,No,17,3,2,80,3,34,4,2,5,11,7,3
40,No,Travel_Rarely,971,Research & Development,23,3,Marketing,1,1223,2,Male,32,1,2,Research Scientist,4,Single,16951,5731,4,Y,No,23,3,1,80,3,20,0,1,3,8,13,14
24,Yes,Travel_Rarely,863,Human Resources,24,1,Medical,1,1224,3,Male,85,2,4,Manager,1,Married,17464,3967,8,Y,No,25,3,3,80,1,31,4,4,20,6,7,14
40,No,Travel_Rarely,325,Research & Development,3,3,Medical,1,1225,2,Male,46,2,5,Laboratory Technician,1,Divorced,6610,19884,9,Y,No,11,4,4,80,3,29,3,2,0,9,1,16
24,Yes,Travel_Frequently,1381,Research & Development,17,1,Technical Degree,1,1226,1,Male,81,2,2,Research Director,3,Single,15193,7608,3,Y,No,25,3,4,80,3,32,6,3,37,16,6,4
51,No,Travel_Rarely,281,Research & Development,29,1,Other,1,1227,2,Female,36,1,2,Research Director,2,Married,3956,3671,6,Y,No,15,3,4,80,2,5,0,4,11,17,14,10
59,Yes,Travel_Frequently,121,Sales,7,2,Technical Degree,1,1228,1,Male,34,4,1,Sales Executive,2,Divorced,11516,26250,7,Y,No,16,3,2,80,0,4,3,4,26,6,11,15
36,No,Travel_Rarely,733,Human Resources,29,1,Marketing,1,1229,2,Male,83,4,5,Human Resources,2,Divorced,13098,23857,5,Y,No,24,3,3,80,0,14,5,1,13,2,2,1
26,No,Travel_Rarely,1335,Research & Development,21,4,Technical Degree,1,1230,4,Male,90,4,2,Manufacturing Director,4,Divorced,7247,14662,2,Y,No,21,3,2,80,2,24,2,2,14,14,5,16
35,No,Travel_Rarely,159,Research & Development,5,4,Marketing,1,1231,4,Male,45,3,3,Research Scientist,1,Single,14165,7405,4,Y,No,22,3,1,80,3,12,1,4,23,15,14,0
58,No,Non-Travel,1218,Sales,23,4,Life Sciences,1,1232,3,Male,96,3,2,Sales Executive,3,Divorced,3420,10922,0,Y,Yes,24,4,3,80,2,5,6,3,17,16,3,16
59,No,Travel_Rarely,1346,Sales,1,2,Marketing,1,1233,2,Male,88,3,3,Sales Representative,2,Single,16683,7641,7,Y,No,17,3,2,80,3,36,2,2,16,12,5,4
42,No,Travel_Frequently,824,Sales,8,2,Marketing,1,1234,2,Male,76,3,4,Sales Executive,3,Married,9317,19285,1,Y,No,13,3,4,80,3,1,4,3,8,2,3,12
31,No,Travel_Rarely,1357,Research & Development,12,3,Technical Degree,1,1235,2,Male,77,2,3,Laboratory Technician,3,Divorced,11412,20873,9,Y,No,17,3,4,80,3,16,3,4,17,4,2,5
42,No,Travel_Rarely,1489,Research & Development,14,1,Other,1,1236,3,Female,93,2,3,Manufacturing Director,1,Married,3933,23002,6,Y,No,14,3,1,80,0,23,0,3,17,8,1,12
36,No,Travel_Rarely,716,Research & Development,16,1,Life Sciences,1,1237,4,Male,79,4,1,Research Director,2,Single,3846,3509,8,Y,No,20,3,1,80,1,11,6,1,4,17,3,3
56,No,Travel_Rarely,663,Research & Development,10,4,Human Resources,1,1238,2,Male,70,3,2,Healthcare Representative,3,Single,1585,9602,0,Y,Yes,21,3,1,80,0,13,3,3,8,10,9,8
32,No,Travel_Frequently,475,Human Resources,15,4,Human Resources,1,1239,3,Male,51,4,4,Human Resources,2,Single,15650,16976,3,Y,No,24,3,4,80,3,6,4,2,34,10,1,2
33,No,Travel_Frequently,723,Sales,21,4,Other,1,1240,2,Male,83,1,2,Sales Representative,2,Divorced,9972,20927,6,Y,No,16,4,2,80,2,25,0,3,0,15,6,7
44,No,Travel_Rarely,189,Research & Development,24,4,Human Resources,1,1241,1,Female,34,3,3,Manufacturing Director,2,Divorced,9400,17500,8,Y,No,15,3,4,80,2,31,6,3,8,7,14,12
57,No,Travel_Frequently,1145,Research & Development,26,4,Life Sciences,1,1242,2,Male,46,3,3,Healthcare Representative,3,Married,19148,5590,1,Y,No,14,3,4,80,3,28,2,1,31,1,0,10
27,No,Travel_Rarely,1115,Research & Development,15,4,Medical,1,1243,1,Male,70,4,2,Research Scientist,1,Single,9380,13874,1,Y,No,16,3,4,80,1,38,3,3,19,9,13,9
21,No,Travel_Rarely,115,Research & Development,10,1,Life Sciences,1,1244,3,Female,64,4,4,Research Director,1,Married,19798,9197,5,Y,No,23,4,2,80,0,8,1,3,12,5,10,10
36,No,Travel_Rarely,234,Research & Development,21,2,Technical Degree,1,1245,3,Male,69,1,4,Research Director,3,Single,7892,14315,2,Y,Yes,22,3,4,80,0,13,6,4,39,3,0,2
45,No,Travel_Frequently,1159,Research & Development,28,4,Marketing,1,1246,4,Female,51,4,1,Healthcare Representative,4,Single,16667,23210,3,Y,No,13,3,1,80,3,16,5,4,10,4,4,13
38,No,Travel_Rarely,993,Sales,7,1,Marketing,1,1247,2,Female,77,3,3,Sales Representative,2,Married,7148,9116,2,Y,No,13,4,1,80,3,24,5,2,25,10,6,13
31,No,Travel_Rarely,1333,Sales,26,4,Technical Degree,1,1248,3,Male,82,2,3,Sales Representative,2,Single,15193,9589,0,Y,No,15,3,1,80,1,29,4,4,39,11,13,3
50,No,Travel_Rarely,1324,Human Resources,3,3,Technical Degree,1,1249,4,Male,39,1,1,Human Resources,1,Married,13974,16516,5,Y,No,21,3,1,80,0,28,4,4,10,15,0,0
27,Yes,Travel_Rarely,693,Research & Development,2,3,Marketing,1,1250,2,Male,47,1,2,Manufacturing Director,3,Divorced,11502,10800,1,Y,No,15,3,4,80,1,28,3,4,24,13,11,1
36,No,Travel_Rarely,684,Research & Development,6,1,Other,1,1251,3,Male,78,3,3,Research Scientist,3,Married,2128,23577,1,Y,Yes,19,3,4,80,0,17,2,4,39,13,11,5
47,No,Travel_Rarely,1280,Research & Development,21,2,Medical,1,1252,1,Male,59,2,2,Manufacturing Director,4,Married,3223,9426,6,Y,No,25,3,4,80,1,30,2,1,24,14,3,12
39,No,Travel_Rarely,1203,Sales,9,3,Medical,1,1253,3,Male,48,4,4,Sales Representative,4,Single,9009,21772,4,Y,No,14,4,1,80,1,18,1,4,19,7,4,13
20,No,Travel_Rarely,1297,Sales,10,3,Medical,1,1254,1,Female,84,4,5,Sales Executive,1,Married,9074,21386,7,Y,No,15,4,2,80,1,16,1,1,10,4,1,0
54,No,Travel_Rarely,390,Research & Development,4,2,Technical Degree,1,1255,4,Male,89,2,1,Research Director,4,Divorced,11112,7510,1,Y,No,22,3,3,80,2,5,3,1,9,8,6,7
58,No,Travel_Rarely,1114,Research & Development,27,3,Marketing,1,1256,4,Female,50,2,3,Manufacturing Director,4,Divorced,2094,17345,9,Y,Yes,19,3,3,80,2,11,0,4,2,15,3,13
